,Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
15738,13-05-2022,China Ferry Terminal,Arrival,0,0,0,0
15740,13-05-2022,Harbour Control,Arrival,0,0,0,0
15742,13-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
15744,13-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
15746,14-05-2022,Airport,Arrival,1769,91,113,1973
15748,14-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
15750,14-05-2022,Hung Hom,Arrival,0,0,0,0
15752,14-05-2022,Lo Wu,Arrival,0,0,0,0
15754,14-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
15756,14-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
15758,14-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,101,11,18,130
15760,14-05-2022,Lok Ma Chau,Arrival,0,0,0,0
15762,14-05-2022,Man Kam To,Arrival,0,0,0,0
15764,14-05-2022,Sha Tau Kok,Arrival,0,0,0,0
15766,14-05-2022,Shenzhen Bay,Arrival,1261,189,4,1454
15768,14-05-2022,China Ferry Terminal,Arrival,0,0,0,0
15770,14-05-2022,Harbour Control,Arrival,0,0,0,0
15772,14-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
15774,14-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
15776,15-05-2022,Airport,Arrival,3263,193,149,3605
15778,15-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
15780,15-05-2022,Hung Hom,Arrival,0,0,0,0
15782,15-05-2022,Lo Wu,Arrival,0,0,0,0
15784,15-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
15786,15-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
15788,15-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,140,13,9,162
15790,15-05-2022,Lok Ma Chau,Arrival,0,0,0,0
15792,15-05-2022,Man Kam To,Arrival,0,0,0,0
15794,15-05-2022,Sha Tau Kok,Arrival,0,0,0,0
15796,15-05-2022,Shenzhen Bay,Arrival,1648,217,5,1870
15798,15-05-2022,China Ferry Terminal,Arrival,0,0,0,0
15800,15-05-2022,Harbour Control,Arrival,0,0,0,0
15802,15-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
15804,15-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
15806,16-05-2022,Airport,Arrival,1993,185,123,2301
15808,16-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
15810,16-05-2022,Hung Hom,Arrival,0,0,0,0
15812,16-05-2022,Lo Wu,Arrival,0,0,0,0
15814,16-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
15816,16-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
15818,16-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,70,13,10,93
15820,16-05-2022,Lok Ma Chau,Arrival,0,0,0,0
15822,16-05-2022,Man Kam To,Arrival,0,0,0,0
15824,16-05-2022,Sha Tau Kok,Arrival,0,0,0,0
15826,16-05-2022,Shenzhen Bay,Arrival,873,111,8,992
15828,16-05-2022,China Ferry Terminal,Arrival,0,0,0,0
15830,16-05-2022,Harbour Control,Arrival,0,0,0,0
15832,16-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
15834,16-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
15836,17-05-2022,Airport,Arrival,1555,212,75,1842
15838,17-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
15840,17-05-2022,Hung Hom,Arrival,0,0,0,0
15842,17-05-2022,Lo Wu,Arrival,0,0,0,0
15844,17-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
15846,17-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
15848,17-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,76,10,13,99
15850,17-05-2022,Lok Ma Chau,Arrival,0,0,0,0
15852,17-05-2022,Man Kam To,Arrival,0,0,0,0
15854,17-05-2022,Sha Tau Kok,Arrival,0,0,0,0
15856,17-05-2022,Shenzhen Bay,Arrival,1029,154,6,1189
15858,17-05-2022,China Ferry Terminal,Arrival,0,0,0,0
15860,17-05-2022,Harbour Control,Arrival,0,0,0,0
15862,17-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
15864,17-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
15866,18-05-2022,Airport,Arrival,1663,354,104,2121
15868,18-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
15870,18-05-2022,Hung Hom,Arrival,0,0,0,0
15872,18-05-2022,Lo Wu,Arrival,0,0,0,0
15874,18-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
15876,18-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
15878,18-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,84,14,11,109
15880,18-05-2022,Lok Ma Chau,Arrival,0,0,0,0
15882,18-05-2022,Man Kam To,Arrival,0,0,0,0
15884,18-05-2022,Sha Tau Kok,Arrival,0,0,0,0
15886,18-05-2022,Shenzhen Bay,Arrival,911,131,3,1045
15888,18-05-2022,China Ferry Terminal,Arrival,0,0,0,0
15890,18-05-2022,Harbour Control,Arrival,0,0,0,0
15892,18-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
15894,18-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
15896,19-05-2022,Airport,Arrival,2154,623,141,2918
15898,19-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
15900,19-05-2022,Hung Hom,Arrival,0,0,0,0
15902,19-05-2022,Lo Wu,Arrival,0,0,0,0
15904,19-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
15906,19-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
15908,19-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,83,1,16,100
15910,19-05-2022,Lok Ma Chau,Arrival,0,0,0,0
15912,19-05-2022,Man Kam To,Arrival,0,0,0,0
15914,19-05-2022,Sha Tau Kok,Arrival,0,0,0,0
15916,19-05-2022,Shenzhen Bay,Arrival,747,107,5,859
15918,19-05-2022,China Ferry Terminal,Arrival,0,0,0,0
15920,19-05-2022,Harbour Control,Arrival,0,0,0,0
15922,19-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
15924,19-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
15926,20-05-2022,Airport,Arrival,1767,430,126,2323
15928,20-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
15930,20-05-2022,Hung Hom,Arrival,0,0,0,0
15932,20-05-2022,Lo Wu,Arrival,0,0,0,0
15934,20-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
15936,20-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
15938,20-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,94,10,11,115
15940,20-05-2022,Lok Ma Chau,Arrival,0,0,0,0
15942,20-05-2022,Man Kam To,Arrival,0,0,0,0
15944,20-05-2022,Sha Tau Kok,Arrival,0,0,0,0
15946,20-05-2022,Shenzhen Bay,Arrival,967,169,10,1146
15948,20-05-2022,China Ferry Terminal,Arrival,0,0,0,0
15950,20-05-2022,Harbour Control,Arrival,0,0,0,0
15952,20-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
15954,20-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
15956,21-05-2022,Airport,Arrival,1784,368,103,2255
15958,21-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
15960,21-05-2022,Hung Hom,Arrival,0,0,0,0
15962,21-05-2022,Lo Wu,Arrival,0,0,0,0
15964,21-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
15966,21-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
15968,21-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,73,3,13,89
15970,21-05-2022,Lok Ma Chau,Arrival,0,0,0,0
15972,21-05-2022,Man Kam To,Arrival,0,0,0,0
15974,21-05-2022,Sha Tau Kok,Arrival,0,0,0,0
15976,21-05-2022,Shenzhen Bay,Arrival,1055,163,12,1230
15978,21-05-2022,China Ferry Terminal,Arrival,0,0,0,0
15980,21-05-2022,Harbour Control,Arrival,0,0,0,0
15982,21-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
15984,21-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
15986,22-05-2022,Airport,Arrival,2652,476,130,3258
15988,22-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
15990,22-05-2022,Hung Hom,Arrival,0,0,0,0
15992,22-05-2022,Lo Wu,Arrival,0,0,0,0
15994,22-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
15996,22-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
15998,22-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,100,8,13,121
16000,22-05-2022,Lok Ma Chau,Arrival,0,0,0,0
16002,22-05-2022,Man Kam To,Arrival,0,0,0,0
16004,22-05-2022,Sha Tau Kok,Arrival,0,0,0,0
16006,22-05-2022,Shenzhen Bay,Arrival,1192,162,6,1360
16008,22-05-2022,China Ferry Terminal,Arrival,0,0,0,0
16010,22-05-2022,Harbour Control,Arrival,0,0,0,0
16012,22-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16014,22-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16016,23-05-2022,Airport,Arrival,1866,495,150,2511
16018,23-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16020,23-05-2022,Hung Hom,Arrival,0,0,0,0
16022,23-05-2022,Lo Wu,Arrival,0,0,0,0
16024,23-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16026,23-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
16028,23-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,87,6,13,106
16030,23-05-2022,Lok Ma Chau,Arrival,0,0,0,0
16032,23-05-2022,Man Kam To,Arrival,0,0,0,0
16034,23-05-2022,Sha Tau Kok,Arrival,0,0,0,0
16036,23-05-2022,Shenzhen Bay,Arrival,833,99,6,938
16038,23-05-2022,China Ferry Terminal,Arrival,0,0,0,0
16040,23-05-2022,Harbour Control,Arrival,0,0,0,0
16042,23-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16044,23-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16046,24-05-2022,Airport,Arrival,1488,364,63,1915
16048,24-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16050,24-05-2022,Hung Hom,Arrival,0,0,0,0
16052,24-05-2022,Lo Wu,Arrival,0,0,0,0
16054,24-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16056,24-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
16058,24-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,72,5,9,86
16060,24-05-2022,Lok Ma Chau,Arrival,0,0,0,0
16062,24-05-2022,Man Kam To,Arrival,0,0,0,0
16064,24-05-2022,Sha Tau Kok,Arrival,0,0,0,0
16066,24-05-2022,Shenzhen Bay,Arrival,706,95,6,807
16068,24-05-2022,China Ferry Terminal,Arrival,0,0,0,0
16070,24-05-2022,Harbour Control,Arrival,0,0,0,0
16072,24-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16074,24-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16076,25-05-2022,Airport,Arrival,1817,971,131,2919
16078,25-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16080,25-05-2022,Hung Hom,Arrival,0,0,0,0
16082,25-05-2022,Lo Wu,Arrival,0,0,0,0
16084,25-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16086,25-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
16088,25-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,82,3,7,92
16090,25-05-2022,Lok Ma Chau,Arrival,0,0,0,0
16092,25-05-2022,Man Kam To,Arrival,0,0,0,0
16094,25-05-2022,Sha Tau Kok,Arrival,0,0,0,0
16096,25-05-2022,Shenzhen Bay,Arrival,806,100,5,911
16098,25-05-2022,China Ferry Terminal,Arrival,0,0,0,0
16100,25-05-2022,Harbour Control,Arrival,0,0,0,0
16102,25-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16104,25-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16106,26-05-2022,Airport,Arrival,1931,470,168,2569
16108,26-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16110,26-05-2022,Hung Hom,Arrival,0,0,0,0
16112,26-05-2022,Lo Wu,Arrival,0,0,0,0
16114,26-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16116,26-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
16118,26-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,75,4,10,89
16120,26-05-2022,Lok Ma Chau,Arrival,0,0,0,0
16122,26-05-2022,Man Kam To,Arrival,0,0,0,0
16124,26-05-2022,Sha Tau Kok,Arrival,0,0,0,0
16126,26-05-2022,Shenzhen Bay,Arrival,799,100,4,903
16128,26-05-2022,China Ferry Terminal,Arrival,0,0,0,0
16130,26-05-2022,Harbour Control,Arrival,0,0,0,0
16132,26-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16134,26-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16136,27-05-2022,Airport,Arrival,1953,739,139,2831
16138,27-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16140,27-05-2022,Hung Hom,Arrival,0,0,0,0
16142,27-05-2022,Lo Wu,Arrival,0,0,0,0
16144,27-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16146,27-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
16148,27-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,91,10,7,108
16150,27-05-2022,Lok Ma Chau,Arrival,0,0,0,0
16152,27-05-2022,Man Kam To,Arrival,0,0,0,0
16154,27-05-2022,Sha Tau Kok,Arrival,0,0,0,0
16156,27-05-2022,Shenzhen Bay,Arrival,780,114,9,903
16158,27-05-2022,China Ferry Terminal,Arrival,0,0,0,0
16160,27-05-2022,Harbour Control,Arrival,0,0,0,0
16162,27-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16164,27-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16166,28-05-2022,Airport,Arrival,1662,432,113,2207
16168,28-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16170,28-05-2022,Hung Hom,Arrival,0,0,0,0
16172,28-05-2022,Lo Wu,Arrival,0,0,0,0
16174,28-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16176,28-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
16178,28-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,103,12,23,138
16180,28-05-2022,Lok Ma Chau,Arrival,0,0,0,0
16182,28-05-2022,Man Kam To,Arrival,0,0,0,0
16184,28-05-2022,Sha Tau Kok,Arrival,0,0,0,0
16186,28-05-2022,Shenzhen Bay,Arrival,1104,151,5,1260
16188,28-05-2022,China Ferry Terminal,Arrival,0,0,0,0
16190,28-05-2022,Harbour Control,Arrival,0,0,0,0
16192,28-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16194,28-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16196,29-05-2022,Airport,Arrival,2863,1056,238,4157
16198,29-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16200,29-05-2022,Hung Hom,Arrival,0,0,0,0
16202,29-05-2022,Lo Wu,Arrival,0,0,0,0
16204,29-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16206,29-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
16208,29-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,125,7,20,152
16210,29-05-2022,Lok Ma Chau,Arrival,0,0,0,0
16212,29-05-2022,Man Kam To,Arrival,0,0,0,0
16214,29-05-2022,Sha Tau Kok,Arrival,0,0,0,0
16216,29-05-2022,Shenzhen Bay,Arrival,1337,219,10,1566
16218,29-05-2022,China Ferry Terminal,Arrival,0,0,0,0
16220,29-05-2022,Harbour Control,Arrival,0,0,0,0
16222,29-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16224,29-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16226,30-05-2022,Airport,Arrival,1348,540,64,1952
16228,30-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16230,30-05-2022,Hung Hom,Arrival,0,0,0,0
16232,30-05-2022,Lo Wu,Arrival,0,0,0,0
16234,30-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16236,30-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
16238,30-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,73,4,7,84
16240,30-05-2022,Lok Ma Chau,Arrival,0,0,0,0
16242,30-05-2022,Man Kam To,Arrival,0,0,0,0
16244,30-05-2022,Sha Tau Kok,Arrival,0,0,0,0
16246,30-05-2022,Shenzhen Bay,Arrival,802,106,8,916
16248,30-05-2022,China Ferry Terminal,Arrival,0,0,0,0
16250,30-05-2022,Harbour Control,Arrival,0,0,0,0
16252,30-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16254,30-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16256,31-05-2022,Airport,Arrival,1559,477,62,2098
16258,31-05-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16260,31-05-2022,Hung Hom,Arrival,0,0,0,0
16262,31-05-2022,Lo Wu,Arrival,0,0,0,0
16264,31-05-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16266,31-05-2022,Heung Yuen Wai,Arrival,0,0,0,0
16268,31-05-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,92,9,27,128
16270,31-05-2022,Lok Ma Chau,Arrival,0,0,0,0
16272,31-05-2022,Man Kam To,Arrival,0,0,0,0
16274,31-05-2022,Sha Tau Kok,Arrival,0,0,0,0
16276,31-05-2022,Shenzhen Bay,Arrival,835,114,3,952
16278,31-05-2022,China Ferry Terminal,Arrival,0,0,0,0
16280,31-05-2022,Harbour Control,Arrival,0,0,0,0
16282,31-05-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16284,31-05-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16286,01-06-2022,Airport,Arrival,2590,1048,163,3801
16288,01-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16290,01-06-2022,Hung Hom,Arrival,0,0,0,0
16292,01-06-2022,Lo Wu,Arrival,0,0,0,0
16294,01-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16296,01-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16298,01-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,84,3,17,104
16300,01-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16302,01-06-2022,Man Kam To,Arrival,0,0,0,0
16304,01-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16306,01-06-2022,Shenzhen Bay,Arrival,682,99,6,787
16308,01-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16310,01-06-2022,Harbour Control,Arrival,0,0,0,0
16312,01-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16314,01-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16316,02-06-2022,Airport,Arrival,2205,825,144,3174
16318,02-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16320,02-06-2022,Hung Hom,Arrival,0,0,0,0
16322,02-06-2022,Lo Wu,Arrival,0,0,0,0
16324,02-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16326,02-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16328,02-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,76,6,18,100
16330,02-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16332,02-06-2022,Man Kam To,Arrival,0,0,0,0
16334,02-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16336,02-06-2022,Shenzhen Bay,Arrival,638,95,7,740
16338,02-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16340,02-06-2022,Harbour Control,Arrival,0,0,0,0
16342,02-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16344,02-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16346,03-06-2022,Airport,Arrival,2098,967,161,3226
16348,03-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16350,03-06-2022,Hung Hom,Arrival,0,0,0,0
16352,03-06-2022,Lo Wu,Arrival,0,0,0,0
16354,03-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16356,03-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16358,03-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,66,7,17,90
16360,03-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16362,03-06-2022,Man Kam To,Arrival,0,0,0,0
16364,03-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16366,03-06-2022,Shenzhen Bay,Arrival,545,103,2,650
16368,03-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16370,03-06-2022,Harbour Control,Arrival,0,0,0,0
16372,03-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16374,03-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16376,04-06-2022,Airport,Arrival,2070,526,149,2745
16378,04-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16380,04-06-2022,Hung Hom,Arrival,0,0,0,0
16382,04-06-2022,Lo Wu,Arrival,0,0,0,0
16384,04-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16386,04-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16388,04-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,79,7,18,104
16390,04-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16392,04-06-2022,Man Kam To,Arrival,0,0,0,0
16394,04-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16396,04-06-2022,Shenzhen Bay,Arrival,1006,203,5,1214
16398,04-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16400,04-06-2022,Harbour Control,Arrival,0,0,0,0
16402,04-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16404,04-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16406,05-06-2022,Airport,Arrival,2753,1189,188,4130
16408,05-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16410,05-06-2022,Hung Hom,Arrival,0,0,0,0
16412,05-06-2022,Lo Wu,Arrival,0,0,0,0
16414,05-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16416,05-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16418,05-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,134,8,29,171
16420,05-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16422,05-06-2022,Man Kam To,Arrival,0,0,0,0
16424,05-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16426,05-06-2022,Shenzhen Bay,Arrival,1533,248,8,1789
16428,05-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16430,05-06-2022,Harbour Control,Arrival,0,0,0,0
16432,05-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16434,05-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16436,06-06-2022,Airport,Arrival,1611,936,134,2681
16438,06-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16440,06-06-2022,Hung Hom,Arrival,0,0,0,0
16442,06-06-2022,Lo Wu,Arrival,0,0,0,0
16444,06-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16446,06-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16448,06-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,67,8,12,87
16450,06-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16452,06-06-2022,Man Kam To,Arrival,0,0,0,0
16454,06-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16456,06-06-2022,Shenzhen Bay,Arrival,1024,106,4,1134
16458,06-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16460,06-06-2022,Harbour Control,Arrival,0,0,0,0
16462,06-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16464,06-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16466,07-06-2022,Airport,Arrival,1528,630,86,2244
16468,07-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16470,07-06-2022,Hung Hom,Arrival,0,0,0,0
16472,07-06-2022,Lo Wu,Arrival,0,0,0,0
16474,07-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16476,07-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16478,07-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,77,11,18,106
16480,07-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16482,07-06-2022,Man Kam To,Arrival,0,0,0,0
16484,07-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16486,07-06-2022,Shenzhen Bay,Arrival,793,114,6,913
16488,07-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16490,07-06-2022,Harbour Control,Arrival,0,0,0,0
16492,07-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16494,07-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16496,08-06-2022,Airport,Arrival,2563,1087,142,3792
16498,08-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16500,08-06-2022,Hung Hom,Arrival,0,0,0,0
16502,08-06-2022,Lo Wu,Arrival,0,0,0,0
16504,08-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16506,08-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16508,08-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,81,8,15,104
16510,08-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16512,08-06-2022,Man Kam To,Arrival,0,0,0,0
16514,08-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16516,08-06-2022,Shenzhen Bay,Arrival,940,109,8,1057
16518,08-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16520,08-06-2022,Harbour Control,Arrival,0,0,0,0
16522,08-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16524,08-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16526,09-06-2022,Airport,Arrival,1578,726,152,2456
16528,09-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16530,09-06-2022,Hung Hom,Arrival,0,0,0,0
16532,09-06-2022,Lo Wu,Arrival,0,0,0,0
16534,09-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16536,09-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16538,09-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,63,4,15,82
16540,09-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16542,09-06-2022,Man Kam To,Arrival,0,0,0,0
16544,09-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16546,09-06-2022,Shenzhen Bay,Arrival,749,106,10,865
16548,09-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16550,09-06-2022,Harbour Control,Arrival,0,0,0,0
16552,09-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16554,09-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16556,10-06-2022,Airport,Arrival,2534,1232,186,3952
16558,10-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
