,Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
842,27-01-2021,Heung Yuen Wai,Arrival,0,0,0,0
844,27-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,106,5,7,118
846,27-01-2021,Lok Ma Chau,Arrival,0,0,0,0
848,27-01-2021,Man Kam To,Arrival,0,0,0,0
850,27-01-2021,Sha Tau Kok,Arrival,0,0,0,0
852,27-01-2021,Shenzhen Bay,Arrival,1068,103,1,1172
854,27-01-2021,China Ferry Terminal,Arrival,0,0,0,0
856,27-01-2021,Harbour Control,Arrival,0,0,0,0
858,27-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
860,27-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0
862,27-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
864,28-01-2021,Airport,Arrival,559,9,10,578
866,28-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
868,28-01-2021,Hung Hom,Arrival,0,0,0,0
870,28-01-2021,Lo Wu,Arrival,0,0,0,0
872,28-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
874,28-01-2021,Heung Yuen Wai,Arrival,0,0,0,0
876,28-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,101,3,7,111
878,28-01-2021,Lok Ma Chau,Arrival,0,0,0,0
880,28-01-2021,Man Kam To,Arrival,0,0,0,0
882,28-01-2021,Sha Tau Kok,Arrival,0,0,0,0
884,28-01-2021,Shenzhen Bay,Arrival,1027,79,4,1110
886,28-01-2021,China Ferry Terminal,Arrival,0,0,0,0
888,28-01-2021,Harbour Control,Arrival,0,0,0,0
890,28-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
892,28-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0
894,28-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
896,29-01-2021,Airport,Arrival,549,0,14,563
898,29-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
900,29-01-2021,Hung Hom,Arrival,0,0,0,0
902,29-01-2021,Lo Wu,Arrival,0,0,0,0
904,29-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
906,29-01-2021,Heung Yuen Wai,Arrival,0,0,0,0
908,29-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,131,3,0,134
910,29-01-2021,Lok Ma Chau,Arrival,0,0,0,0
912,29-01-2021,Man Kam To,Arrival,0,0,0,0
914,29-01-2021,Sha Tau Kok,Arrival,0,0,0,0
916,29-01-2021,Shenzhen Bay,Arrival,1288,69,1,1358
918,29-01-2021,China Ferry Terminal,Arrival,0,0,0,0
920,29-01-2021,Harbour Control,Arrival,0,0,0,0
922,29-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
924,29-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0
926,29-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
928,30-01-2021,Airport,Arrival,467,6,9,482
930,30-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
932,30-01-2021,Hung Hom,Arrival,0,0,0,0
934,30-01-2021,Lo Wu,Arrival,0,0,0,0
936,30-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
938,30-01-2021,Heung Yuen Wai,Arrival,0,0,0,0
940,30-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,128,2,2,132
942,30-01-2021,Lok Ma Chau,Arrival,0,0,0,0
944,30-01-2021,Man Kam To,Arrival,0,0,0,0
946,30-01-2021,Sha Tau Kok,Arrival,0,0,0,0
948,30-01-2021,Shenzhen Bay,Arrival,1288,77,2,1367
950,30-01-2021,China Ferry Terminal,Arrival,0,0,0,0
952,30-01-2021,Harbour Control,Arrival,0,0,0,0
954,30-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
956,30-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0
958,30-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
960,31-01-2021,Airport,Arrival,628,1,23,652
962,31-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
964,31-01-2021,Hung Hom,Arrival,0,0,0,0
966,31-01-2021,Lo Wu,Arrival,0,0,0,0
968,31-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
970,31-01-2021,Heung Yuen Wai,Arrival,0,0,0,0
972,31-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,134,8,2,144
974,31-01-2021,Lok Ma Chau,Arrival,0,0,0,0
976,31-01-2021,Man Kam To,Arrival,0,0,0,0
978,31-01-2021,Sha Tau Kok,Arrival,0,0,0,0
980,31-01-2021,Shenzhen Bay,Arrival,1244,58,2,1304
982,31-01-2021,China Ferry Terminal,Arrival,0,0,0,0
984,31-01-2021,Harbour Control,Arrival,0,0,0,0
986,31-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
988,31-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0
990,31-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
992,01-02-2021,Airport,Arrival,303,1,20,324
994,01-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
996,01-02-2021,Hung Hom,Arrival,0,0,0,0
998,01-02-2021,Lo Wu,Arrival,0,0,0,0
1000,01-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1002,01-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1004,01-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,82,0,2,84
1006,01-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1008,01-02-2021,Man Kam To,Arrival,0,0,0,0
1010,01-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1012,01-02-2021,Shenzhen Bay,Arrival,660,53,2,715
1014,01-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1016,01-02-2021,Harbour Control,Arrival,0,0,0,0
1018,01-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1020,01-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1022,01-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1024,02-02-2021,Airport,Arrival,428,2,19,449
1026,02-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1028,02-02-2021,Hung Hom,Arrival,0,0,0,0
1030,02-02-2021,Lo Wu,Arrival,0,0,0,0
1032,02-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1034,02-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1036,02-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,99,1,4,104
1038,02-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1040,02-02-2021,Man Kam To,Arrival,0,0,0,0
1042,02-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1044,02-02-2021,Shenzhen Bay,Arrival,903,62,0,965
1046,02-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1048,02-02-2021,Harbour Control,Arrival,0,0,0,0
1050,02-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1052,02-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1054,02-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1056,03-02-2021,Airport,Arrival,331,4,12,347
1058,03-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1060,03-02-2021,Hung Hom,Arrival,0,0,0,0
1062,03-02-2021,Lo Wu,Arrival,0,0,0,0
1064,03-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1066,03-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1068,03-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,149,3,3,155
1070,03-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1072,03-02-2021,Man Kam To,Arrival,0,0,0,0
1074,03-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1076,03-02-2021,Shenzhen Bay,Arrival,1540,69,1,1610
1078,03-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1080,03-02-2021,Harbour Control,Arrival,0,0,0,0
1082,03-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1084,03-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1086,03-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1088,04-02-2021,Airport,Arrival,343,4,8,355
1090,04-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1092,04-02-2021,Hung Hom,Arrival,0,0,0,0
1094,04-02-2021,Lo Wu,Arrival,0,0,0,0
1096,04-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1098,04-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1100,04-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,146,3,1,150
1102,04-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1104,04-02-2021,Man Kam To,Arrival,0,0,0,0
1106,04-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1108,04-02-2021,Shenzhen Bay,Arrival,1255,59,1,1315
1110,04-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1112,04-02-2021,Harbour Control,Arrival,0,0,0,0
1114,04-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1116,04-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1118,04-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1120,05-02-2021,Airport,Arrival,439,0,21,460
1122,05-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1124,05-02-2021,Hung Hom,Arrival,0,0,0,0
1126,05-02-2021,Lo Wu,Arrival,0,0,0,0
1128,05-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1130,05-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1132,05-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,301,4,9,314
1134,05-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1136,05-02-2021,Man Kam To,Arrival,0,0,0,0
1138,05-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1140,05-02-2021,Shenzhen Bay,Arrival,2128,72,0,2200
1142,05-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1144,05-02-2021,Harbour Control,Arrival,0,0,0,0
1146,05-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1148,05-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1150,05-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1152,06-02-2021,Airport,Arrival,486,2,20,508
1154,06-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1156,06-02-2021,Hung Hom,Arrival,0,0,0,0
1158,06-02-2021,Lo Wu,Arrival,0,0,0,0
1160,06-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1162,06-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1164,06-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,289,7,2,298
1166,06-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1168,06-02-2021,Man Kam To,Arrival,0,0,0,0
1170,06-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1172,06-02-2021,Shenzhen Bay,Arrival,1860,79,1,1940
1174,06-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1176,06-02-2021,Harbour Control,Arrival,0,0,0,0
1178,06-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1180,06-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1182,06-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1184,07-02-2021,Airport,Arrival,569,7,22,598
1186,07-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1188,07-02-2021,Hung Hom,Arrival,0,0,0,0
1190,07-02-2021,Lo Wu,Arrival,0,0,0,0
1192,07-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1194,07-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1196,07-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,205,4,1,210
1198,07-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1200,07-02-2021,Man Kam To,Arrival,0,0,0,0
1202,07-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1204,07-02-2021,Shenzhen Bay,Arrival,1749,76,2,1827
1206,07-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1208,07-02-2021,Harbour Control,Arrival,0,0,0,0
1210,07-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1212,07-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1214,07-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1216,08-02-2021,Airport,Arrival,202,0,4,206
1218,08-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1220,08-02-2021,Hung Hom,Arrival,0,0,0,0
1222,08-02-2021,Lo Wu,Arrival,0,0,0,0
1224,08-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1226,08-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1228,08-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,132,3,2,137
1230,08-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1232,08-02-2021,Man Kam To,Arrival,0,0,0,0
1234,08-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1236,08-02-2021,Shenzhen Bay,Arrival,1120,80,4,1204
1238,08-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1240,08-02-2021,Harbour Control,Arrival,0,0,0,0
1242,08-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1244,08-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1246,08-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1248,09-02-2021,Airport,Arrival,391,1,8,400
1250,09-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1252,09-02-2021,Hung Hom,Arrival,0,0,0,0
1254,09-02-2021,Lo Wu,Arrival,0,0,0,0
1256,09-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1258,09-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1260,09-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,167,3,3,173
1262,09-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1264,09-02-2021,Man Kam To,Arrival,0,0,0,0
1266,09-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1268,09-02-2021,Shenzhen Bay,Arrival,1246,74,1,1321
1270,09-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1272,09-02-2021,Harbour Control,Arrival,0,0,0,0
1274,09-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1276,09-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1278,09-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1280,10-02-2021,Airport,Arrival,580,3,6,589
1282,10-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1284,10-02-2021,Hung Hom,Arrival,0,0,0,0
1286,10-02-2021,Lo Wu,Arrival,0,0,0,0
1288,10-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1290,10-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1292,10-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,158,2,3,163
1294,10-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1296,10-02-2021,Man Kam To,Arrival,0,0,0,0
1298,10-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1300,10-02-2021,Shenzhen Bay,Arrival,1052,79,1,1132
1302,10-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1304,10-02-2021,Harbour Control,Arrival,0,0,0,0
1306,10-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1308,10-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1310,10-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1312,11-02-2021,Airport,Arrival,288,0,8,296
1314,11-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1316,11-02-2021,Hung Hom,Arrival,0,0,0,0
1318,11-02-2021,Lo Wu,Arrival,0,0,0,0
1320,11-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1322,11-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1324,11-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,85,3,0,88
1326,11-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1328,11-02-2021,Man Kam To,Arrival,0,0,0,0
1330,11-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1332,11-02-2021,Shenzhen Bay,Arrival,390,42,0,432
1334,11-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1336,11-02-2021,Harbour Control,Arrival,0,0,0,0
1338,11-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1340,11-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1342,11-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1344,12-02-2021,Airport,Arrival,295,1,14,310
1346,12-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1348,12-02-2021,Hung Hom,Arrival,0,0,0,0
1350,12-02-2021,Lo Wu,Arrival,0,0,0,0
1352,12-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1354,12-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1356,12-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,34,2,0,36
1358,12-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1360,12-02-2021,Man Kam To,Arrival,0,0,0,0
1362,12-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1364,12-02-2021,Shenzhen Bay,Arrival,151,18,1,170
1366,12-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1368,12-02-2021,Harbour Control,Arrival,0,0,0,0
1370,12-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1372,12-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1374,12-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1376,13-02-2021,Airport,Arrival,247,0,3,250
1378,13-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1380,13-02-2021,Hung Hom,Arrival,0,0,0,0
1382,13-02-2021,Lo Wu,Arrival,0,0,0,0
1384,13-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1386,13-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1388,13-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,34,2,3,39
1390,13-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1392,13-02-2021,Man Kam To,Arrival,0,0,0,0
1394,13-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1396,13-02-2021,Shenzhen Bay,Arrival,305,43,1,349
1398,13-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1400,13-02-2021,Harbour Control,Arrival,0,0,0,0
1402,13-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1404,13-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1406,13-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1408,14-02-2021,Airport,Arrival,519,4,34,557
1410,14-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1412,14-02-2021,Hung Hom,Arrival,0,0,0,0
1414,14-02-2021,Lo Wu,Arrival,0,0,0,0
1416,14-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1418,14-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1420,14-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,67,3,4,74
1422,14-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1424,14-02-2021,Man Kam To,Arrival,0,0,0,0
1426,14-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1428,14-02-2021,Shenzhen Bay,Arrival,772,69,1,842
1430,14-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1432,14-02-2021,Harbour Control,Arrival,0,0,0,0
1434,14-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1436,14-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1438,14-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1440,15-02-2021,Airport,Arrival,393,6,12,411
1442,15-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1444,15-02-2021,Hung Hom,Arrival,0,0,0,0
1446,15-02-2021,Lo Wu,Arrival,0,0,0,0
1448,15-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1450,15-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1452,15-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,126,1,2,129
1454,15-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1456,15-02-2021,Man Kam To,Arrival,0,0,0,0
1458,15-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1460,15-02-2021,Shenzhen Bay,Arrival,1357,85,3,1445
1462,15-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1464,15-02-2021,Harbour Control,Arrival,0,0,0,0
1466,15-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1468,15-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1470,15-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1472,16-02-2021,Airport,Arrival,484,9,10,503
1474,16-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1476,16-02-2021,Hung Hom,Arrival,0,0,0,0
1478,16-02-2021,Lo Wu,Arrival,0,0,0,0
1480,16-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1482,16-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1484,16-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,118,7,2,127
1486,16-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1488,16-02-2021,Man Kam To,Arrival,0,0,0,0
1490,16-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1492,16-02-2021,Shenzhen Bay,Arrival,1388,108,1,1497
1494,16-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1496,16-02-2021,Harbour Control,Arrival,0,0,0,0
1498,16-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1500,16-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1502,16-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1504,17-02-2021,Airport,Arrival,439,2,17,458
1506,17-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1508,17-02-2021,Hung Hom,Arrival,0,0,0,0
1510,17-02-2021,Lo Wu,Arrival,0,0,0,0
1512,17-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1514,17-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1516,17-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,121,10,1,132
1518,17-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1520,17-02-2021,Man Kam To,Arrival,0,0,0,0
1522,17-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1524,17-02-2021,Shenzhen Bay,Arrival,1877,155,1,2033
1526,17-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1528,17-02-2021,Harbour Control,Arrival,0,0,0,0
1530,17-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1532,17-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1534,17-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1536,18-02-2021,Airport,Arrival,508,8,19,535
1538,18-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1540,18-02-2021,Hung Hom,Arrival,0,0,0,0
1542,18-02-2021,Lo Wu,Arrival,0,0,0,0
1544,18-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1546,18-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1548,18-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,138,3,84,225
1550,18-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1552,18-02-2021,Man Kam To,Arrival,0,0,0,0
1554,18-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1556,18-02-2021,Shenzhen Bay,Arrival,2062,104,0,2166
1558,18-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1560,18-02-2021,Harbour Control,Arrival,0,0,0,0
1562,18-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1564,18-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1566,18-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1568,19-02-2021,Airport,Arrival,511,5,14,530
1570,19-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1572,19-02-2021,Hung Hom,Arrival,0,0,0,0
1574,19-02-2021,Lo Wu,Arrival,0,0,0,0
1576,19-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1578,19-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1580,19-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,215,12,2,229
1582,19-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1584,19-02-2021,Man Kam To,Arrival,0,0,0,0
1586,19-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1588,19-02-2021,Shenzhen Bay,Arrival,2771,219,1,2991
1590,19-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1592,19-02-2021,Harbour Control,Arrival,0,0,0,0
1594,19-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1596,19-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1598,19-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1600,20-02-2021,Airport,Arrival,736,4,14,754
1602,20-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1604,20-02-2021,Hung Hom,Arrival,0,0,0,0
1606,20-02-2021,Lo Wu,Arrival,0,0,0,0
1608,20-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1610,20-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1612,20-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,323,12,2,337
1614,20-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1616,20-02-2021,Man Kam To,Arrival,0,0,0,0
1618,20-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1620,20-02-2021,Shenzhen Bay,Arrival,3154,257,4,3415
1622,20-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1624,20-02-2021,Harbour Control,Arrival,0,0,0,0
1626,20-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1628,20-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
1630,20-02-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1632,21-02-2021,Airport,Arrival,814,5,23,842
1634,21-02-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
1636,21-02-2021,Hung Hom,Arrival,0,0,0,0
1638,21-02-2021,Lo Wu,Arrival,0,0,0,0
1640,21-02-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1642,21-02-2021,Heung Yuen Wai,Arrival,0,0,0,0
1644,21-02-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,596,9,1,606
1646,21-02-2021,Lok Ma Chau,Arrival,0,0,0,0
1648,21-02-2021,Man Kam To,Arrival,0,0,0,0
1650,21-02-2021,Sha Tau Kok,Arrival,0,0,0,0
1652,21-02-2021,Shenzhen Bay,Arrival,3588,259,10,3857
1654,21-02-2021,China Ferry Terminal,Arrival,0,0,0,0
1656,21-02-2021,Harbour Control,Arrival,0,0,0,0
1658,21-02-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1660,21-02-2021,Macau Ferry Terminal,Arrival,0,0,0,0
